月の出,月の入,月齢
13:00, 1:27, 10.8
13:25, 2:44, 11.8
13:56, 4:07, 12.8
14:36, 5:32, 13.8
15:28, 6:55, 14.8
16:35, 8:09, 15.8
17:51, 9:08, 16.8
19:10, 9:52, 17.8
20:27,10:26, 18.8
21:39,10:52, 19.8
22:47,11:13, 20.8
23:53,11:32, 21.8
--:--,11:50, 22.8
 0:57,12:08, 23.8
 2:00,12:27, 24.8
 3:04,12:50, 25.8
 4:09,13:16, 26.8
 5:13,13:49, 27.8
 6:15,14:31, 28.8
 7:12,15:21,  0.1
 8:00,16:20,  1.1
 8:40,17:25,  2.1
 9:13,18:33,  3.1
 9:39,19:43,  4.1
10:02,20:52,  5.1
10:22,22:01,  6.1
10:42,23:12,  7.1
11:02,--:--,  8.1
11:25, 0:25,  9.1
11:52, 1:42, 10.1
12:26, 3:03, 11.1
