月の出,月の入,月齢
13:55, 0:06, 10.6
14:16, 1:19, 11.6
14:38, 2:35, 12.6
15:02, 3:53, 13.6
15:30, 5:16, 14.6
16:05, 6:41, 15.6
16:51, 8:07, 16.6
17:49, 9:25, 17.6
18:59,10:30, 18.6
20:15,11:20, 19.6
21:30,11:58, 20.6
22:43,12:27, 21.6
23:52,12:50, 22.6
--:--,13:09, 23.6
 0:57,13:27, 24.6
 2:01,13:44, 25.6
 3:05,14:03, 26.6
 4:08,14:23, 27.6
 5:13,14:46, 28.6
 6:18,15:14, 29.6
 7:22,15:50,  0.8
 8:22,16:33,  1.8
 9:16,17:26,  2.8
10:02,18:27,  3.8
10:39,19:32,  4.8
11:10,20:41,  5.8
11:35,21:51,  6.8
11:58,23:01,  7.8
12:18,--:--,  8.8
12:38, 0:13,  9.8
