月の出,月の入,月齢
 8:06,19:42,  2.6
 8:28,20:59,  3.6
 8:49,22:15,  4.6
 9:12,23:33,  5.6
 9:38,--:--,  6.6
10:10, 0:52,  7.6
10:51, 2:09,  8.6
11:42, 3:21,  9.6
12:43, 4:23, 10.6
13:53, 5:12, 11.6
15:05, 5:51, 12.6
16:16, 6:21, 13.6
17:24, 6:45, 14.6
18:30, 7:05, 15.6
19:34, 7:22, 16.6
20:37, 7:39, 17.6
21:39, 7:56, 18.6
22:43, 8:15, 19.6
23:49, 8:36, 20.6
--:--, 9:01, 21.6
 0:55, 9:33, 22.6
 2:00,10:13, 23.6
 3:00,11:05, 24.6
 3:54,12:08, 25.6
 4:38,13:21, 26.6
 5:14,14:39, 27.6
 5:43,15:58, 28.6
 6:08,17:18,  0.1
