月の出,月の入,月齢
23:42,11:58,21.8
--:--,12:21,22.8
0:48,12:44,23.8
1:53,13:07,24.8
2:57,13:32,25.8
4:02,14:00,26.8
5:06,14:33,27.8
6:09,15:12,28.8
7:07,15:58,0.1
8:00,16:50,1.1
8:46,17:48,2.1
9:24,18:49,3.1
9:56,19:50,4.1
10:23,20:52,5.1
10:47,21:54,6.1
11:09,22:55,7.1
11:31,23:58,8.1
11:53,--:--,9.1
12:18,1:04,10.1
12:47,2:14,11.1
13:23,3:28,12.1
14:09,4:45,13.1
15:07,6:01,14.1
16:18,7:10,15.1
17:36,8:07,16.1
18:57,8:53,17.1
20:15,9:29,18.1
21:28,9:58,19.1
22:38,10:24,20.1
23:44,10:48,21.1
--:--,11:11,22.1
