月の出,月の入,月齢
13:48,4:34,12.1
14:48,5:49,13.1
15:59,6:56,14.1
17:16,7:50,15.1
18:33,8:32,16.1
19:47,9:05,17.1
20:56,9:32,18.1
22:02,9:55,19.1
23:05,10:16,20.1
--:--,10:38,21.1
0:06,10:59,22.1
1:08,11:23,23.1
2:10,11:51,24.1
3:13,12:24,25.1
4:13,13:05,26.1
5:11,13:53,27.1
6:02,14:49,28.1
6:47,15:51,29.1
7:24,16:57,0.3
7:56,18:05,1.3
8:22,19:12,2.3
8:46,20:19,3.3
9:09,21:26,4.3
9:32,22:35,5.3
9:56,23:46,6.3
10:24,--:--,7.3
10:57,1:00,8.3
11:39,2:16,9.3
12:31,3:31,10.3
13:36,4:39,11.3
14:49,5:37,12.3
