月の出,月の入,月齢
20:23,4:49,16.0
20:55,5:51,17.0
21:22,6:55,18.0
21:46,7:59,19.0
22:08,9:03,20.0
22:30,10:07,21.0
22:53,11:12,22.0
23:19,12:20,23.0
23:49,13:32,24.0
--:--,14:48,25.0
0:28,16:05,26.0
1:17,17:19,27.0
2:19,18:24,28.0
3:33,19:16,29.0
4:52,19:58,0.7
6:11,20:31,1.7
7:27,20:58,2.7
8:38,21:22,3.7
9:46,21:45,4.7
10:52,22:07,5.7
11:56,22:31,6.7
13:00,22:58,7.7
14:03,23:29,8.7
15:05,--:--,9.7
16:04,0:06,10.7
16:58,0:51,11.7
17:44,1:42,12.7
18:24,2:40,13.7
18:57,3:42,14.7
19:26,4:47,15.7
19:51,5:51,16.7
