月の出,月の入,月齢
19:53,10:42,20.0
20:51,11:52,21.0
21:58,12:53,22.0
23:12,13:44,23.0
--:--,14:24,24.0
0:26,14:57,25.0
1:39,15:25,26.0
2:50,15:49,27.0
3:58,16:13,28.0
5:05,16:36,29.0
6:12,17:00,0.5
7:18,17:27,1.5
8:24,17:59,2.5
9:28,18:36,3.5
10:29,19:19,4.5
11:24,20:10,5.5
12:12,21:06,6.5
12:52,22:07,7.5
13:26,23:09,8.5
13:55,--:--,9.5
14:21,0:13,10.5
14:44,1:17,11.5
15:07,2:22,12.5
15:30,3:29,13.5
15:56,4:38,14.5
16:26,5:51,15.5
17:02,7:07,16.5
17:47,8:24,17.5
18:43,9:39,18.5
19:49,10:46,19.5
21:02,11:41,20.5
