月の出,月の入,月齢
 7:29,23:02,  3.3
 8:34,23:57,  4.3
 9:42,--:--,  5.3
10:49, 0:41,  6.3
11:54, 1:17,  7.3
12:55, 1:47,  8.3
13:53, 2:12,  9.3
14:50, 2:36, 10.3
15:46, 2:58, 11.3
16:43, 3:21, 12.3
17:40, 3:45, 13.3
18:40, 4:12, 14.3
19:40, 4:43, 15.3
20:40, 5:20, 16.3
21:37, 6:03, 17.3
22:29, 6:54, 18.3
23:15, 7:52, 19.3
23:54, 8:55, 20.3
--:--,10:00, 21.3
 0:29,11:06, 22.3
 0:59,12:13, 23.3
 1:27,13:20, 24.3
 1:55,14:29, 25.3
 2:24,15:40, 26.3
 2:55,16:55, 27.3
 3:32,18:13, 28.3
 4:17,19:30, 29.3
 5:11,20:42,  1.0
 6:14,21:44,  2.0
 7:22,22:34,  3.0
 8:33,23:14,  4.0
