月の出,月の入,月齢
13:57,23:14,  8.9
14:51,--:--,  9.9
15:40, 0:09, 10.9
16:23, 1:11, 11.9
17:01, 2:17, 12.9
17:33, 3:25, 13.9
18:03, 4:34, 14.9
18:31, 5:43, 15.9
19:00, 6:52, 16.9
19:30, 8:03, 17.9
20:03, 9:15, 18.9
20:43,10:29, 19.9
21:30,11:43, 20.9
22:25,12:54, 21.9
23:28,13:58, 22.9
--:--,14:52, 23.9
 0:35,15:36, 24.9
 1:43,16:12, 25.9
 2:50,16:43, 26.9
 3:53,17:09, 27.9
 4:54,17:34, 28.9
 5:53,17:57,  0.3
 6:51,18:21,  1.3
 7:50,18:46,  2.3
 8:48,19:14,  3.3
 9:48,19:46,  4.3
10:47,20:23,  5.3
11:46,21:07,  6.3
12:41,21:58,  7.3
13:32,22:56,  8.3
