月の出,月の入,月齢
 9:41,23:47,  5.0
10:45,--:--,  6.0
11:45, 0:14,  7.0
12:43, 0:39,  8.0
13:40, 1:02,  9.0
14:36, 1:25, 10.0
15:33, 1:48, 11.0
16:32, 2:14, 12.0
17:32, 2:44, 13.0
18:32, 3:19, 14.0
19:31, 4:01, 15.0
20:25, 4:50, 16.0
21:13, 5:46, 17.0
21:55, 6:48, 18.0
22:30, 7:53, 19.0
23:02, 8:59, 20.0
23:30,10:05, 21.0
23:57,11:10, 22.0
--:--,12:17, 23.0
 0:24,13:25, 24.0
 0:53,14:35, 25.0
 1:27,15:50, 26.0
 2:06,17:05, 27.0
 2:55,18:19, 28.0
 3:53,19:26, 29.0
 5:00,20:22,  0.7
 6:11,21:07,  1.7
 7:21,21:44,  2.7
 8:29,22:14,  3.7
 9:32,22:40,  4.7
