月の出,月の入,月齢
14:26, 0:59, 10.6
14:54, 2:06, 11.6
15:22, 3:14, 12.6
15:53, 4:25, 13.6
16:29, 5:40, 14.6
17:12, 6:58, 15.6
18:03, 8:17, 16.6
19:05, 9:31, 17.6
20:13,10:37, 18.6
21:24,11:30, 19.6
22:34,12:13, 20.6
23:39,12:48, 21.6
--:--,13:17, 22.6
 0:42,13:43, 23.6
 1:41,14:07, 24.6
 2:39,14:30, 25.6
 3:36,14:54, 26.6
 4:33,15:20, 27.6
 5:32,15:49, 28.6
 6:31,16:22, 29.6
 7:31,17:02,  0.8
 8:28,17:48,  1.8
 9:21,18:41,  2.8
10:09,19:39,  3.8
10:50,20:40,  4.8
11:26,21:43,  5.8
11:58,22:47,  6.8
12:26,23:50,  7.8
12:53,--:--,  8.8
13:20, 0:55,  9.8
