月の出,月の入,月齢
20:04,10:40,20.0
21:03,11:49,21.0
22:10,12:51,22.0
23:22,13:42,23.0
--:--,14:24,24.0
0:35,14:58,25.0
1:47,15:27,26.0
2:56,15:53,27.0
4:03,16:17,28.0
5:08,16:42,29.0
6:13,17:08,0.5
7:18,17:36,1.5
8:23,18:09,2.5
9:26,18:47,3.5
10:26,19:31,4.5
11:21,20:21,5.5
12:09,21:17,6.5
12:50,22:17,7.5
13:25,23:19,8.5
13:56,--:--,9.5
14:22,0:21,10.5
14:47,1:24,11.5
15:11,2:28,12.5
15:36,3:33,13.5
16:03,4:41,14.5
16:34,5:52,15.5
17:11,7:07,16.5
17:58,8:23,17.5
18:54,9:37,18.5
20:01,10:43,19.5
21:13,11:39,20.5
