月の出,月の入,月齢
13:59,4:32,12.1
15:00,5:47,13.1
16:10,6:53,14.1
17:27,7:48,15.1
18:42,8:31,16.1
19:55,9:06,17.1
21:02,9:34,18.1
22:06,9:59,19.1
23:08,10:21,20.1
--:--,10:44,21.1
0:09,11:07,22.1
1:09,11:32,23.1
2:10,12:01,24.1
3:11,12:35,25.1
4:11,13:16,26.1
5:08,14:05,27.1
6:00,15:01,28.1
6:45,16:02,29.1
7:23,17:07,0.3
7:56,18:13,1.3
8:24,19:19,2.3
8:49,20:25,3.3
9:13,21:30,4.3
9:37,22:37,5.3
10:03,23:47,6.3
10:32,--:--,7.3
11:07,1:00,8.3
11:49,2:14,9.3
12:43,3:28,10.3
13:48,4:36,11.3
15:00,5:35,12.3
