月の出,月の入,月齢
20:16,7:02,17.7
20:40,8:05,18.7
21:03,9:09,19.7
21:29,10:14,20.7
21:59,11:22,21.7
22:34,12:34,22.7
23:19,13:47,23.7
--:--,15:00,24.7
0:15,16:06,25.7
1:21,17:03,26.7
2:36,17:50,27.7
3:53,18:27,28.7
5:09,18:59,0.4
6:22,19:26,1.4
7:31,19:51,2.4
8:38,20:15,3.4
9:42,20:40,4.4
10:47,21:07,5.4
11:50,21:38,6.4
12:52,22:14,7.4
13:52,22:57,8.4
14:48,23:46,9.4
15:38,--:--,10.4
16:20,0:41,11.4
16:57,1:42,12.4
17:28,2:44,13.4
17:56,3:48,14.4
18:21,4:52,15.4
18:44,5:56,16.4
19:08,7:00,17.4
19:33,8:06,18.4
