月の出,月の入,月齢
 8:22,17:55,  1.2
 9:03,19:05,  2.2
 9:37,20:16,  3.2
10:07,21:25,  4.2
10:34,22:34,  5.2
11:01,23:43,  6.2
11:27,--:--,  7.2
11:57, 0:53,  8.2
12:30, 2:04,  9.2
13:10, 3:18, 10.2
13:59, 4:31, 11.2
14:57, 5:39, 12.2
16:02, 6:38, 13.2
17:10, 7:28, 14.2
18:18, 8:08, 15.2
19:24, 8:41, 16.2
20:26, 9:08, 17.2
21:25, 9:32, 18.2
22:23, 9:54, 19.2
23:20,10:16, 20.2
--:--,10:38, 21.2
 0:18,11:02, 22.2
 1:17,11:30, 23.2
 2:19,12:02, 24.2
 3:21,12:42, 25.2
 4:23,13:31, 26.2
 5:21,14:29, 27.2
 6:13,15:36, 28.2
 6:58,16:47, 29.2
 7:36,18:00,  0.6
 8:08,19:12,  1.6
