月の出,月の入,月齢
 7:03,19:15,  1.1
 7:31,20:28,  2.1
 8:00,21:42,  3.1
 8:31,22:57,  4.1
 9:08,--:--,  5.1
 9:51, 0:12,  6.1
10:43, 1:23,  7.1
11:42, 2:27,  8.1
12:47, 3:21,  9.1
13:53, 4:06, 10.1
14:59, 4:42, 11.1
16:02, 5:12, 12.1
17:03, 5:37, 13.1
18:02, 6:01, 14.1
18:59, 6:22, 15.1
19:57, 6:44, 16.1
20:56, 7:06, 17.1
21:55, 7:31, 18.1
22:56, 7:59, 19.1
23:57, 8:33, 20.1
--:--, 9:13, 21.1
 0:56,10:01, 22.1
 1:51,10:58, 23.1
 2:40,12:02, 24.1
 3:23,13:11, 25.1
 3:59,14:23, 26.1
 4:31,15:35, 27.1
 5:00,16:48, 28.1
 5:28,18:02, 29.1
 5:57,19:18,  0.7
 6:28,20:35,  1.7
