月の出,月の入,月齢
13:44, 2:00, 10.8
14:15, 3:11, 11.8
14:51, 4:27, 12.8
15:37, 5:46, 13.8
16:34, 7:05, 14.8
17:41, 8:17, 15.8
18:54, 9:18, 16.8
20:08,10:07, 17.8
21:19,10:45, 18.8
22:26,11:17, 19.8
23:29,11:43, 20.8
--:--,12:07, 21.8
 0:29,12:30, 22.8
 1:28,12:52, 23.8
 2:26,13:17, 24.8
 3:25,13:44, 25.8
 4:25,14:15, 26.8
 5:25,14:52, 27.8
 6:24,15:36, 28.8
 7:19,16:27,  0.1
 8:09,17:25,  1.1
 8:52,18:26,  2.1
 9:28,19:30,  3.1
10:00,20:34,  4.1
10:28,21:38,  5.1
10:53,22:42,  6.1
11:18,23:47,  7.1
11:44,--:--,  8.1
12:12, 0:54,  9.1
12:44, 2:05, 10.1
13:24, 3:20, 11.1
