月の出,月の入,月齢
 7:03,21:53,  2.7
 7:45,23:09,  3.7
 8:36,--:--,  4.7
 9:34, 0:18,  5.7
10:39, 1:17,  6.7
11:46, 2:05,  7.7
12:52, 2:44,  8.7
13:55, 3:16,  9.7
14:56, 3:42, 10.7
15:55, 4:06, 11.7
16:53, 4:28, 12.7
17:50, 4:49, 13.7
18:48, 5:11, 14.7
19:47, 5:35, 15.7
20:48, 6:02, 16.7
21:49, 6:34, 17.7
22:48, 7:11, 18.7
23:44, 7:56, 19.7
--:--, 8:49, 20.7
 0:35, 9:50, 21.7
 1:18,10:55, 22.7
 1:56,12:03, 23.7
 2:29,13:13, 24.7
 2:58,14:23, 25.7
 3:25,15:35, 26.7
 3:53,16:49, 27.7
 4:23,18:05, 28.7
 4:56,19:24,  0.3
 5:35,20:44,  1.3
 6:23,21:59,  2.3
