月の出,月の入,月齢
14:50,4:54,12.1
15:52,6:07,13.1
17:02,7:14,14.1
18:16,8:10,15.1
19:29,8:56,16.1
20:37,9:33,17.1
21:42,10:04,18.1
22:43,10:32,19.1
23:41,10:57,20.1
--:--,11:23,21.1
0:39,11:48,22.1
1:37,12:17,23.1
2:35,12:48,24.1
3:34,13:25,25.1
4:32,14:07,26.1
5:28,14:57,27.1
6:19,15:52,28.1
7:06,16:52,29.1
7:46,17:55,0.3
8:21,18:58,1.3
8:52,20:01,2.3
9:20,21:03,3.3
9:47,22:06,4.3
10:14,23:10,5.3
10:43,--:--,6.3
11:15,0:16,7.3
11:53,1:25,8.3
12:39,2:37,9.3
13:35,3:49,10.3
14:39,4:57,11.3
15:51,5:56,12.3
