月の出,月の入,月齢
20:55,11:02,20.0
21:54,12:10,21.0
23:01,13:12,22.0
--:--,14:04,23.0
0:11,14:48,24.0
1:21,15:25,25.0
2:30,15:57,26.0
3:36,16:26,27.0
4:39,16:54,28.0
5:42,17:21,29.0
6:44,17:50,0.5
7:46,18:21,1.5
8:48,18:56,2.5
9:48,19:36,3.5
10:47,20:22,4.5
11:41,21:13,5.5
12:30,22:08,6.5
13:12,23:06,7.5
13:49,--:--,8.5
14:22,0:05,9.5
14:51,1:05,10.5
15:19,2:05,11.5
15:46,3:06,12.5
16:13,4:08,13.5
16:44,5:13,14.5
17:18,6:21,15.5
17:59,7:32,16.5
18:48,8:46,17.5
19:46,9:58,18.5
20:52,11:04,19.5
22:03,12:01,20.5
