月の出,月の入,月齢
--:--,12:32,21.8
0:25,13:00,22.8
1:27,13:27,23.8
2:28,13:54,24.8
3:28,14:23,25.8
4:28,14:55,26.8
5:29,15:32,27.8
6:28,16:13,28.8
7:25,17:00,0.1
8:18,17:53,1.1
9:04,18:49,2.1
9:45,19:47,3.1
10:20,20:45,4.1
10:51,21:43,5.1
11:19,22:40,6.1
11:45,23:38,7.1
12:10,--:--,8.1
12:37,0:37,9.1
13:06,1:38,10.1
13:39,2:43,11.1
14:20,3:53,12.1
15:09,5:06,13.1
16:10,6:20,14.1
17:20,7:28,15.1
18:36,8:28,16.1
19:52,9:17,17.1
21:05,9:57,18.1
22:13,10:31,19.1
23:18,11:01,20.1
--:--,11:29,21.1
0:21,11:57,22.1
