月の出,月の入,月齢
20:45,5:50,16.0
21:20,6:49,17.0
21:50,7:49,18.0
22:18,8:49,19.0
22:44,9:48,20.0
23:10,10:48,21.0
23:38,11:49,22.0
--:--,12:53,23.0
0:08,14:00,24.0
0:44,15:12,25.0
1:27,16:25,26.0
2:19,17:37,27.0
3:23,18:42,28.0
4:35,19:38,29.0
5:51,20:23,0.7
7:05,21:00,1.7
8:16,21:32,2.7
9:23,22:01,3.7
10:26,22:27,4.7
11:27,22:54,5.7
12:27,23:22,6.7
13:26,23:53,7.7
14:26,--:--,8.7
15:25,0:28,9.7
16:22,1:08,10.7
17:15,1:54,11.7
18:02,2:46,12.7
18:44,3:42,13.7
19:21,4:42,14.7
19:53,5:42,15.7
20:22,6:43,16.7
