月の出,月の入,月齢
14:11, 0:42, 10.6
14:38, 1:49, 11.6
15:06, 2:58, 12.6
15:37, 4:10, 13.6
16:12, 5:25, 14.6
16:54, 6:43, 15.6
17:45, 8:03, 16.6
18:46, 9:18, 17.6
19:55,10:23, 18.6
21:06,11:16, 19.6
22:16,11:59, 20.6
23:22,12:34, 21.6
--:--,13:02, 22.6
 0:25,13:27, 23.6
 1:25,13:51, 24.6
 2:23,14:14, 25.6
 3:20,14:37, 26.6
 4:18,15:03, 27.6
 5:17,15:31, 28.6
 6:17,16:05, 29.6
 7:17,16:44,  0.8
 8:14,17:30,  1.8
 9:08,18:23,  2.8
 9:55,19:21,  3.8
10:36,20:22,  4.8
11:12,21:26,  5.8
11:43,22:29,  6.8
12:11,23:34,  7.8
12:37,--:--,  8.8
13:04, 0:39,  9.8
