月の出,月の入,月齢
 8:23,20:10,  2.6
 8:51,21:20,  3.6
 9:19,22:30,  4.6
 9:48,23:41,  5.6
10:21,--:--,  6.6
10:59, 0:53,  7.6
11:44, 2:05,  8.6
12:38, 3:13,  9.6
13:40, 4:15, 10.6
14:46, 5:07, 11.6
15:53, 5:50, 12.6
16:58, 6:25, 13.6
18:00, 6:55, 14.6
19:00, 7:20, 15.6
19:58, 7:44, 16.6
20:55, 8:06, 17.6
21:52, 8:28, 18.6
22:51, 8:52, 19.6
23:50, 9:19, 20.6
--:--, 9:49, 21.6
 0:51,10:26, 22.6
 1:52,11:10, 23.6
 2:51,12:03, 24.6
 3:45,13:05, 25.6
 4:33,14:13, 26.6
 5:15,15:25, 27.6
 5:50,16:37, 28.6
 6:21,17:50,  0.1
