月の出,月の入,月齢
13:43,22:56,  8.9
14:38,23:51,  9.9
15:27,--:--, 10.9
16:09, 0:53, 11.9
16:46, 1:59, 12.9
17:19, 3:08, 13.9
17:48, 4:17, 14.9
18:16, 5:26, 15.9
18:43, 6:36, 16.9
19:13, 7:47, 17.9
19:46, 9:00, 18.9
20:25,10:15, 19.9
21:11,11:29, 20.9
22:06,12:40, 21.9
23:09,13:44, 22.9
--:--,14:38, 23.9
 0:17,15:22, 24.9
 1:26,15:58, 25.9
 2:32,16:28, 26.9
 3:36,16:54, 27.9
 4:38,17:18, 28.9
 5:37,17:41,  0.3
 6:36,18:04,  1.3
 7:34,18:29,  2.3
 8:34,18:56,  3.3
 9:33,19:28,  4.3
10:33,20:05,  5.3
11:32,20:48,  6.3
12:28,21:39,  7.3
13:18,22:37,  8.3
