月の出,月の入,月齢
20:28,5:14,16.0
21:01,6:15,17.0
21:30,7:17,18.0
21:56,8:18,19.0
22:20,9:20,20.0
22:44,10:22,21.0
23:10,11:25,22.0
23:38,12:31,23.0
--:--,13:40,24.0
0:11,14:53,25.0
0:52,16:09,26.0
1:43,17:22,27.0
2:46,18:26,28.0
3:59,19:20,29.0
5:16,20:04,0.7
6:33,20:39,1.7
7:46,21:09,2.7
8:55,21:36,3.7
10:00,22:01,4.7
11:03,22:25,5.7
12:05,22:52,6.7
13:07,23:21,7.7
14:08,23:54,8.7
15:08,--:--,9.7
16:06,0:32,10.7
16:59,1:17,11.7
17:47,2:09,12.7
18:28,3:06,13.7
19:03,4:07,14.7
19:33,5:09,15.7
20:00,6:12,16.7
