月の出,月の入,月齢
20:25,7:14,17.7
20:49,8:15,18.7
21:14,9:18,19.7
21:41,10:22,20.7
22:11,11:30,21.7
22:48,12:40,22.7
23:33,13:53,23.7
--:--,15:05,24.7
0:30,16:11,25.7
1:36,17:08,26.7
2:50,17:56,27.7
4:07,18:34,28.7
5:22,19:07,0.4
6:33,19:35,1.4
7:41,20:01,2.4
8:47,20:26,3.4
9:51,20:52,4.4
10:54,21:20,5.4
11:56,21:52,6.4
12:58,22:29,7.4
13:57,23:12,8.4
14:53,--:--,9.4
15:42,0:01,10.4
16:26,0:56,11.4
17:03,1:56,12.4
17:35,2:58,13.4
18:03,4:01,14.4
18:29,5:04,15.4
18:54,6:07,16.4
19:18,7:10,17.4
19:45,8:15,18.4
