月の出,月の入,月齢
20:19,10:45,20.0
21:18,11:54,21.0
22:25,12:56,22.0
23:36,13:48,23.0
--:--,14:30,24.0
0:49,15:05,25.0
1:59,15:35,26.0
3:07,16:02,27.0
4:13,16:28,28.0
5:17,16:53,29.0
6:21,17:20,0.5
7:25,17:49,1.5
8:29,18:22,2.5
9:32,19:01,3.5
10:31,19:46,4.5
11:26,20:36,5.5
12:14,21:32,6.5
12:56,22:31,7.5
13:31,23:32,8.5
14:02,--:--,9.5
14:30,0:34,10.5
14:56,1:36,11.5
15:21,2:38,12.5
15:46,3:43,13.5
16:14,4:49,14.5
16:47,5:59,15.5
17:25,7:13,16.5
18:12,8:29,17.5
19:09,9:42,18.5
20:16,10:48,19.5
21:28,11:44,20.5
