月の出,月の入,月齢
23:58,12:09,21.8
--:--,12:35,22.8
1:02,13:00,23.8
2:04,13:25,24.8
3:06,13:52,25.8
4:09,14:23,26.8
5:11,14:57,27.8
6:12,15:38,28.8
7:10,16:24,0.1
8:02,17:17,1.1
8:49,18:13,2.1
9:28,19:13,3.1
10:02,20:13,4.1
10:31,21:12,5.1
10:57,22:11,6.1
11:21,23:11,7.1
11:45,--:--,8.1
12:10,0:12,9.1
12:37,1:15,10.1
13:08,2:22,11.1
13:46,3:34,12.1
14:34,4:49,13.1
15:33,6:03,14.1
16:44,7:12,15.1
18:01,8:11,16.1
19:19,8:58,17.1
20:34,9:37,18.1
21:45,10:09,19.1
22:52,10:37,20.1
23:57,11:03,21.1
--:--,11:29,22.1
