月の出,月の入,月齢
20:11,4:59,16.0
20:45,6:00,17.0
21:14,7:01,18.0
21:40,8:03,19.0
22:05,9:04,20.0
22:29,10:06,21.0
22:54,11:09,22.0
23:23,12:14,23.0
23:56,13:24,24.0
--:--,14:37,25.0
0:37,15:52,26.0
1:28,17:05,27.0
2:31,18:10,28.0
3:43,19:04,29.0
5:01,19:48,0.7
6:17,20:23,1.7
7:30,20:53,2.7
8:39,21:20,3.7
9:44,21:45,4.7
10:47,22:10,5.7
11:49,22:36,6.7
12:50,23:05,7.7
13:52,23:39,8.7
14:52,--:--,9.7
15:49,0:17,10.7
16:43,1:02,11.7
17:30,1:54,12.7
18:11,2:51,13.7
18:47,3:52,14.7
19:17,4:54,15.7
19:44,5:56,16.7
