月の出,月の入,月齢
13:59,4:20,12.1
15:00,5:35,13.1
16:10,6:41,14.1
17:25,7:37,15.1
18:40,8:21,16.1
19:51,8:57,17.1
20:58,9:26,18.1
22:00,9:52,19.1
23:01,10:16,20.1
--:--,10:39,21.1
0:00,11:03,22.1
1:00,11:30,23.1
2:00,11:59,24.1
3:00,12:34,25.1
3:59,13:16,26.1
4:56,14:05,27.1
5:48,15:00,28.1
6:33,16:02,29.1
7:12,17:06,0.3
7:46,18:10,1.3
8:15,19:15,2.3
8:42,20:19,3.3
9:07,21:24,4.3
9:32,22:30,5.3
9:59,23:38,6.3
10:29,--:--,7.3
11:05,0:50,8.3
11:49,2:03,9.3
12:43,3:16,10.3
13:47,4:24,11.3
14:59,5:23,12.3
