月の出,月の入,月齢
20:09,6:58,17.7
20:34,8:00,18.7
20:58,9:02,19.7
21:25,10:06,20.7
21:56,11:13,21.7
22:33,12:23,22.7
23:18,13:36,23.7
--:--,14:48,24.7
0:14,15:54,25.7
1:21,16:52,26.7
2:35,17:39,27.7
3:51,18:18,28.7
5:06,18:51,0.4
6:17,19:19,1.4
7:25,19:45,2.4
8:31,20:10,3.4
9:34,20:37,4.4
10:37,21:05,5.4
11:40,21:37,6.4
12:41,22:14,7.4
13:41,22:57,8.4
14:36,23:46,9.4
15:26,--:--,10.4
16:09,0:41,11.4
16:47,1:41,12.4
17:19,2:43,13.4
17:47,3:45,14.4
18:13,4:48,15.4
18:38,5:51,16.4
19:03,6:54,17.4
19:29,7:58,18.4
