月の出,月の入,月齢
20:04,10:28,20.0
21:02,11:38,21.0
22:09,12:39,22.0
23:21,13:31,23.0
--:--,14:14,24.0
0:33,14:49,25.0
1:43,15:19,26.0
2:51,15:46,27.0
3:57,16:12,28.0
5:01,16:38,29.0
6:05,17:04,0.5
7:09,17:34,1.5
8:13,18:07,2.5
9:15,18:46,3.5
10:15,19:31,4.5
11:09,20:21,5.5
11:58,21:17,6.5
12:39,22:16,7.5
13:15,23:17,8.5
13:46,--:--,9.5
14:14,0:18,10.5
14:40,1:20,11.5
15:05,2:22,12.5
15:31,3:26,13.5
15:59,4:33,14.5
16:31,5:43,15.5
17:10,6:56,16.5
17:57,8:12,17.5
18:54,9:25,18.5
20:00,10:31,19.5
21:12,11:28,20.5
