月の出,月の入,月齢
20:39,5:33,16.0
21:13,6:33,17.0
21:43,7:34,18.0
22:09,8:35,19.0
22:34,9:36,20.0
22:59,10:37,21.0
23:25,11:39,22.0
23:55,12:44,23.0
--:--,13:53,24.0
0:29,15:06,25.0
1:10,16:20,26.0
2:02,17:33,27.0
3:05,18:38,28.0
4:18,19:32,29.0
5:35,20:16,0.7
6:50,20:52,1.7
8:03,21:23,2.7
9:10,21:50,3.7
10:15,22:16,4.7
11:17,22:41,5.7
12:18,23:08,6.7
13:19,23:38,7.7
14:20,--:--,8.7
15:20,0:12,9.7
16:17,0:51,10.7
17:10,1:36,11.7
17:58,2:28,12.7
18:39,3:25,13.7
19:15,4:25,14.7
19:46,5:27,15.7
20:13,6:28,16.7
