月の出,月の入,月齢
--:--,12:23,21.8
0:13,12:50,22.8
1:17,13:15,23.8
2:18,13:41,24.8
3:20,14:09,25.8
4:21,14:40,26.8
5:23,15:15,27.8
6:23,15:56,28.8
7:21,16:43,0.1
8:13,17:35,1.1
9:00,18:32,2.1
9:40,19:31,3.1
10:14,20:30,4.1
10:43,21:29,5.1
11:10,22:28,6.1
11:35,23:26,7.1
12:00,--:--,8.1
12:25,0:26,9.1
12:53,1:29,10.1
13:25,2:36,11.1
14:04,3:46,12.1
14:52,5:01,13.1
15:52,6:15,14.1
17:03,7:23,15.1
18:20,8:22,16.1
19:37,9:10,17.1
20:51,9:50,18.1
22:01,10:22,19.1
23:07,10:51,20.1
--:--,11:18,21.1
0:11,11:44,22.1
