月の出,月の入,月齢
20:38,10:57,20.0
21:37,12:05,21.0
22:44,13:07,22.0
23:55,13:59,23.0
--:--,14:42,24.0
1:06,15:18,25.0
2:16,15:49,26.0
3:23,16:16,27.0
4:28,16:43,28.0
5:32,17:09,29.0
6:35,17:36,0.5
7:38,18:06,1.5
8:41,18:40,2.5
9:43,19:19,3.5
10:42,20:04,4.5
11:37,20:55,5.5
12:25,21:51,6.5
13:07,22:50,7.5
13:43,23:50,8.5
14:15,--:--,9.5
14:43,0:51,10.5
15:09,1:52,11.5
15:35,2:54,12.5
16:02,3:57,13.5
16:30,5:03,14.5
17:03,6:13,15.5
17:43,7:26,16.5
18:31,8:40,17.5
19:28,9:53,18.5
20:35,10:59,19.5
21:46,11:56,20.5
