月の出,月の入,月齢
 9:01,20:53,  2.6
 9:31,22:01,  3.6
10:01,23:08,  4.6
10:32,--:--,  5.6
11:07, 0:17,  6.6
11:48, 1:27,  7.6
12:35, 2:37,  8.6
13:30, 3:45,  9.6
14:31, 4:46, 10.6
15:36, 5:38, 11.6
16:41, 6:22, 12.6
17:45, 6:59, 13.6
18:45, 7:30, 14.6
19:43, 7:58, 15.6
20:39, 8:23, 16.6
21:34, 8:47, 17.6
22:30, 9:11, 18.6
23:26, 9:37, 19.6
--:--,10:05, 20.6
 0:24,10:37, 21.6
 1:24,11:15, 22.6
 2:23,12:01, 23.6
 3:22,12:55, 24.6
 4:16,13:56, 25.6
 5:05,15:03, 26.6
 5:48,16:13, 27.6
 6:25,17:23, 28.6
 6:58,18:33,  0.1
