月の出,月の入,月齢
 8:38,18:35,  1.2
 9:21,19:43,  2.2
 9:58,20:51,  3.2
10:30,21:57,  4.2
11:00,23:03,  5.2
11:29,--:--,  6.2
11:58, 0:09,  7.2
12:30, 1:16,  8.2
13:07, 2:25,  9.2
13:50, 3:36, 10.2
14:40, 4:46, 11.2
15:39, 5:53, 12.2
16:43, 6:53, 13.2
17:50, 7:44, 14.2
18:56, 8:26, 15.2
19:58, 9:01, 16.2
20:58, 9:31, 17.2
21:54, 9:57, 18.2
22:50,10:21, 19.2
23:44,10:45, 20.2
--:--,11:10, 21.2
 0:40,11:36, 22.2
 1:37,12:06, 23.2
 2:36,12:41, 24.2
 3:37,13:23, 25.2
 4:38,14:13, 26.2
 5:36,15:12, 27.2
 6:28,16:17, 28.2
 7:15,17:26, 29.2
 7:55,18:36,  0.6
 8:30,19:45,  1.6
