月の出,月の入,月齢
10:58,23:28,  5.7
11:55,23:53,  6.7
12:50,--:--,  7.7
13:46, 0:18,  8.7
14:43, 0:44,  9.7
15:41, 1:14, 10.7
16:40, 1:48, 11.7
17:39, 2:28, 12.7
18:35, 3:16, 13.7
19:26, 4:10, 14.7
20:11, 5:11, 15.7
20:51, 6:15, 16.7
21:25, 7:21, 17.7
21:55, 8:26, 18.7
22:24, 9:30, 19.7
22:53,10:35, 20.7
23:22,11:40, 21.7
23:55,12:47, 22.7
--:--,13:57, 23.7
 0:33,15:08, 24.7
 1:18,16:20, 25.7
 2:12,17:28, 26.7
 3:14,18:27, 27.7
 4:22,19:17, 28.7
 5:32,19:59,  0.3
 6:40,20:33,  1.3
 7:44,21:02,  2.3
 8:45,21:29,  3.3
 9:43,21:54,  4.3
10:39,22:19,  5.3
11:36,22:44,  6.3
