月の出,月の入,月齢
14:49, 1:27, 10.6
15:18, 2:32, 11.6
15:48, 3:39, 12.6
16:21, 4:48, 13.6
16:58, 6:01, 14.6
17:43, 7:18, 15.6
18:36, 8:35, 16.6
19:38, 9:49, 17.6
20:46,10:54, 18.6
21:56,11:48, 19.6
23:04,12:32, 20.6
--:--,13:09, 21.6
 0:08,13:39, 22.6
 1:09,14:06, 23.6
 2:07,14:31, 24.6
 3:03,14:56, 25.6
 3:58,15:21, 26.6
 4:55,15:48, 27.6
 5:52,16:19, 28.6
 6:50,16:54, 29.6
 7:48,17:34,  0.8
 8:45,18:21,  1.8
 9:38,19:14,  2.8
10:26,20:11,  3.8
11:08,21:12,  4.8
11:45,22:13,  5.8
12:18,23:15,  6.8
12:48,--:--,  7.8
13:16, 0:17,  8.8
13:45, 1:20,  9.8
