月の出,月の入,月齢
12:32,23:13,  7.3
13:30,23:45,  8.3
14:29,--:--,  9.3
15:28, 0:23, 10.3
16:25, 1:07, 11.3
17:18, 1:59, 12.3
18:06, 2:57, 13.3
18:48, 4:01, 14.3
19:24, 5:07, 15.3
19:57, 6:14, 16.3
20:26, 7:20, 17.3
20:55, 8:26, 18.3
21:25, 9:32, 19.3
21:57,10:39, 20.3
22:33,11:48, 21.3
23:15,12:59, 22.3
--:--,14:11, 23.3
 0:05,15:19, 24.3
 1:04,16:20, 25.3
 2:09,17:12, 26.3
 3:17,17:55, 27.3
 4:24,18:31, 28.3
 5:29,19:02, 29.3
 6:31,19:30,  0.9
 7:30,19:55,  1.9
 8:28,20:20,  2.9
 9:25,20:45,  3.9
10:21,21:13,  4.9
11:19,21:43,  5.9
12:17,22:18,  6.9
13:16,22:59,  7.9
