月の出,月の入,月齢
20:28,5:26,16.0
21:03,6:26,17.0
21:33,7:27,18.0
22:00,8:27,19.0
22:25,9:28,20.0
22:51,10:28,21.0
23:17,11:30,22.0
23:47,12:34,23.0
--:--,13:42,24.0
0:22,14:55,25.0
1:04,16:09,26.0
1:56,17:21,27.0
2:59,18:26,28.0
4:11,19:21,29.0
5:28,20:06,0.7
6:43,20:42,1.7
7:55,21:13,2.7
9:02,21:41,3.7
10:06,22:07,4.7
11:08,22:34,5.7
12:08,23:01,6.7
13:09,23:31,7.7
14:09,--:--,8.7
15:08,0:05,9.7
16:05,0:45,10.7
16:59,1:30,11.7
17:46,2:22,12.7
18:28,3:19,13.7
19:04,4:19,14.7
19:36,5:20,15.7
20:04,6:21,16.7
