月の出,月の入,月齢
20:31,10:45,20.0
21:31,11:54,21.0
22:37,12:55,22.0
23:48,13:48,23.0
--:--,14:31,24.0
0:59,15:08,25.0
2:08,15:39,26.0
3:15,16:07,27.0
4:19,16:34,28.0
5:22,17:01,29.0
6:25,17:29,0.5
7:28,17:59,1.5
8:30,18:34,2.5
9:32,19:13,3.5
10:31,19:58,4.5
11:25,20:49,5.5
12:14,21:45,6.5
12:56,22:43,7.5
13:32,23:43,8.5
14:04,--:--,9.5
14:33,0:43,10.5
15:00,1:44,11.5
15:26,2:45,12.5
15:53,3:48,13.5
16:23,4:54,14.5
16:56,6:02,15.5
17:36,7:15,16.5
18:24,8:29,17.5
19:22,9:41,18.5
20:28,10:48,19.5
21:39,11:44,20.5
