月の出,月の入,月齢
20:30,7:22,17.7
20:55,8:22,18.7
21:21,9:24,19.7
21:49,10:27,20.7
22:21,11:32,21.7
22:59,12:42,22.7
23:46,13:53,23.7
--:--,15:04,24.7
0:42,16:10,25.7
1:49,17:08,26.7
3:02,17:57,27.7
4:18,18:37,28.7
5:31,19:10,0.4
6:41,19:40,1.4
7:48,20:07,2.4
8:52,20:34,3.4
9:54,21:01,4.4
10:56,21:30,5.4
11:58,22:03,6.4
12:58,22:41,7.4
13:57,23:24,8.4
14:52,--:--,9.4
15:42,0:14,10.4
16:26,1:09,11.4
17:04,2:08,12.4
17:37,3:09,13.4
18:06,4:11,14.4
18:33,5:12,15.4
18:59,6:14,16.4
19:25,7:16,17.4
19:53,8:19,18.4
