月の出,月の入,月齢
14:26,4:37,12.1
15:28,5:51,13.1
16:38,6:57,14.1
17:53,7:53,15.1
19:06,8:39,16.1
20:16,9:15,17.1
21:21,9:46,18.1
22:23,10:13,19.1
23:22,10:38,20.1
--:--,11:02,21.1
0:20,11:27,22.1
1:19,11:55,23.1
2:18,12:26,24.1
3:17,13:02,25.1
4:15,13:44,26.1
5:12,14:33,27.1
6:04,15:29,28.1
6:49,16:29,29.1
7:29,17:32,0.3
8:04,18:36,1.3
8:34,19:39,2.3
9:02,20:43,3.3
9:28,21:46,4.3
9:54,22:51,5.3
10:22,23:58,6.3
10:54,--:--,7.3
11:31,1:08,8.3
12:16,2:20,9.3
13:11,3:33,10.3
14:16,4:40,11.3
15:27,5:40,12.3
