月の出,月の入,月齢
14:28,4:44,12.1
15:29,5:58,13.1
16:39,7:04,14.1
17:54,8:00,15.1
19:08,8:45,16.1
20:19,9:21,17.1
21:24,9:51,18.1
22:27,10:17,19.1
23:27,10:41,20.1
--:--,11:05,21.1
0:25,11:30,22.1
1:24,11:57,23.1
2:24,12:27,24.1
3:23,13:03,25.1
4:22,13:45,26.1
5:19,14:34,27.1
6:10,15:30,28.1
6:56,16:30,29.1
7:36,17:34,0.3
8:10,18:38,1.3
8:39,19:42,2.3
9:06,20:46,3.3
9:32,21:50,4.3
9:58,22:55,5.3
10:25,--:--,6.3
10:56,0:03,7.3
11:33,1:14,8.3
12:17,2:27,9.3
13:12,3:39,10.3
14:17,4:47,11.3
15:28,5:46,12.3
