月の出,月の入,月齢
20:33,10:52,20.0
21:32,12:01,21.0
22:38,13:02,22.0
23:50,13:54,23.0
--:--,14:37,24.0
1:01,15:13,25.0
2:11,15:44,26.0
3:18,16:12,27.0
4:23,16:38,28.0
5:27,17:04,29.0
6:30,17:31,0.5
7:33,18:01,1.5
8:36,18:35,2.5
9:38,19:14,3.5
10:37,19:59,4.5
11:32,20:50,5.5
12:20,21:46,6.5
13:02,22:45,7.5
13:38,23:45,8.5
14:10,--:--,9.5
14:38,0:46,10.5
15:05,1:47,11.5
15:30,2:49,12.5
15:57,3:52,13.5
16:26,4:58,14.5
16:59,6:08,15.5
17:38,7:21,16.5
18:26,8:35,17.5
19:23,9:48,18.5
20:30,10:54,19.5
21:41,11:51,20.5
