月の出,月の入,月齢
--:--,12:18,21.8
0:08,12:45,22.8
1:12,13:10,23.8
2:13,13:37,24.8
3:15,14:04,25.8
4:16,14:35,26.8
5:18,15:10,27.8
6:19,15:51,28.8
7:16,16:38,0.1
8:09,17:30,1.1
8:55,18:27,2.1
9:35,19:26,3.1
10:09,20:25,4.1
10:39,21:24,5.1
11:05,22:23,6.1
11:30,23:21,7.1
11:55,--:--,8.1
12:20,0:22,9.1
12:48,1:24,10.1
13:20,2:31,11.1
13:59,3:41,12.1
14:47,4:56,13.1
15:47,6:10,14.1
16:58,7:19,15.1
18:15,8:17,16.1
19:32,9:06,17.1
20:46,9:45,18.1
21:56,10:18,19.1
23:02,10:46,20.1
--:--,11:13,21.1
0:06,11:40,22.1
