月の出,月の入,月齢
20:11,5:03,16.0
20:44,6:03,17.0
21:14,7:05,18.0
21:41,8:06,19.0
22:06,9:06,20.0
22:31,10:07,21.0
22:57,11:10,22.0
23:25,12:15,23.0
23:59,13:24,24.0
--:--,14:36,25.0
0:41,15:51,26.0
1:32,17:03,27.0
2:35,18:09,28.0
3:48,19:03,29.0
5:04,19:47,0.7
6:20,20:24,1.7
7:33,20:54,2.7
8:41,21:21,3.7
9:45,21:47,4.7
10:48,22:12,5.7
11:49,22:39,6.7
12:50,23:09,7.7
13:51,23:42,8.7
14:51,--:--,9.7
15:48,0:21,10.7
16:42,1:07,11.7
17:29,1:58,12.7
18:11,2:55,13.7
18:46,3:55,14.7
19:17,4:57,15.7
19:45,5:59,16.7
