月の出,月の入,月齢
14:03,4:19,12.1
15:04,5:33,13.1
16:14,6:40,14.1
17:29,7:36,15.1
18:43,8:21,16.1
19:54,8:57,17.1
21:00,9:27,18.1
22:02,9:53,19.1
23:02,10:17,20.1
--:--,10:41,21.1
0:01,11:06,22.1
1:00,11:33,23.1
1:59,12:03,24.1
2:59,12:38,25.1
3:58,13:20,26.1
4:55,14:09,27.1
5:46,15:05,28.1
6:32,16:06,29.1
7:12,17:09,0.3
7:46,18:14,1.3
8:16,19:18,2.3
8:43,20:21,3.3
9:08,21:25,4.3
9:34,22:31,5.3
10:01,23:38,6.3
10:32,--:--,7.3
11:08,0:49,8.3
11:53,2:02,9.3
12:47,3:15,10.3
13:52,4:23,11.3
15:03,5:22,12.3
