月の出,月の入,月齢
20:08,10:27,20.0
21:07,11:36,21.0
22:13,12:38,22.0
23:25,13:30,23.0
--:--,14:13,24.0
0:36,14:49,25.0
1:46,15:20,26.0
2:53,15:48,27.0
3:59,16:14,28.0
5:02,16:40,29.0
6:06,17:07,0.5
7:09,17:37,1.5
8:12,18:11,2.5
9:14,18:50,3.5
10:13,19:35,4.5
11:08,20:26,5.5
11:56,21:21,6.5
12:38,22:20,7.5
13:15,23:20,8.5
13:46,--:--,9.5
14:14,0:21,10.5
14:41,1:22,11.5
15:06,2:24,12.5
15:33,3:28,13.5
16:01,4:34,14.5
16:34,5:43,15.5
17:13,6:56,16.5
18:01,8:11,17.5
18:58,9:24,18.5
20:05,10:30,19.5
21:16,11:27,20.5
