月の出,月の入,月齢
23:44,11:54,21.8
--:--,12:21,22.8
0:47,12:46,23.8
1:49,13:12,24.8
2:50,13:40,25.8
3:52,14:11,26.8
4:54,14:46,27.8
5:54,15:27,28.8
6:52,16:13,0.1
7:45,17:06,1.1
8:31,18:02,2.1
9:11,19:01,3.1
9:45,20:00,4.1
10:15,20:59,5.1
10:42,21:58,6.1
11:06,22:57,7.1
11:31,23:57,8.1
11:56,--:--,9.1
12:24,1:00,10.1
12:56,2:06,11.1
13:34,3:17,12.1
14:23,4:31,13.1
15:22,5:45,14.1
16:33,6:54,15.1
17:49,7:53,16.1
19:07,8:42,17.1
20:21,9:21,18.1
21:31,9:54,19.1
22:38,10:22,20.1
23:41,10:49,21.1
--:--,11:15,22.1
