月の出,月の入,月齢
--:--,12:28,21.8
0:21,12:56,22.8
1:23,13:22,23.8
2:24,13:49,24.8
3:24,14:18,25.8
4:25,14:50,26.8
5:26,15:25,27.8
6:26,16:07,28.8
7:23,16:54,0.1
8:15,17:46,1.1
9:02,18:43,2.1
9:42,19:41,3.1
10:17,20:39,4.1
10:48,21:38,5.1
11:15,22:35,6.1
11:41,23:33,7.1
12:06,--:--,8.1
12:32,0:33,9.1
13:01,1:34,10.1
13:34,2:40,11.1
14:14,3:50,12.1
15:03,5:03,13.1
16:03,6:17,14.1
17:14,7:26,15.1
18:30,8:25,16.1
19:46,9:14,17.1
21:00,9:54,18.1
22:09,10:28,19.1
23:14,10:57,20.1
--:--,11:25,21.1
0:17,11:52,22.1
