月の出,月の入,月齢
20:42,5:43,16.0
21:17,6:43,17.0
21:47,7:44,18.0
22:14,8:44,19.0
22:40,9:43,20.0
23:06,10:44,21.0
23:33,11:45,22.0
--:--,12:49,23.0
0:03,13:57,24.0
0:38,15:09,25.0
1:21,16:23,26.0
2:13,17:35,27.0
3:16,18:40,28.0
4:29,19:35,29.0
5:45,20:20,0.7
7:00,20:57,1.7
8:11,21:28,2.7
9:18,21:56,3.7
10:21,22:23,4.7
11:23,22:49,5.7
12:23,23:17,6.7
13:23,23:47,7.7
14:23,--:--,8.7
15:22,0:22,9.7
16:19,1:02,10.7
17:12,1:47,11.7
18:00,2:39,12.7
18:42,3:36,13.7
19:18,4:36,14.7
19:50,5:36,15.7
20:18,6:37,16.7
