月の出,月の入,月齢
14:43,4:51,12.1
15:45,6:05,13.1
16:56,7:11,14.1
18:10,8:07,15.1
19:23,8:53,16.1
20:32,9:30,17.1
21:37,10:01,18.1
22:38,10:28,19.1
23:37,10:53,20.1
--:--,11:18,21.1
0:35,11:43,22.1
1:33,12:11,23.1
2:32,12:42,24.1
3:31,13:18,25.1
4:29,14:01,26.1
5:25,14:50,27.1
6:17,15:46,28.1
7:03,16:46,29.1
7:43,17:49,0.3
8:18,18:53,1.3
8:49,19:56,2.3
9:16,20:58,3.3
9:43,22:01,4.3
10:10,23:06,5.3
10:38,--:--,6.3
11:10,0:12,7.3
11:47,1:22,8.3
12:33,2:35,9.3
13:28,3:47,10.3
14:33,4:54,11.3
15:44,5:53,12.3
