月の出,月の入,月齢
20:41,7:33,17.7
21:06,8:34,18.7
21:32,9:35,19.7
22:01,10:38,20.7
22:33,11:43,21.7
23:11,12:52,22.7
23:58,14:04,23.7
--:--,15:14,24.7
0:55,16:21,25.7
2:02,17:19,26.7
3:15,18:07,27.7
4:30,18:47,28.7
5:43,19:21,0.4
6:53,19:51,1.4
7:59,20:18,2.4
9:03,20:45,3.4
10:05,21:12,4.4
11:07,21:42,5.4
12:08,22:15,6.4
13:09,22:53,7.4
14:07,23:37,8.4
15:02,--:--,9.4
15:52,0:26,10.4
16:36,1:21,11.4
17:14,2:20,12.4
17:47,3:21,13.4
18:17,4:23,14.4
18:44,5:24,15.4
19:10,6:25,16.4
19:36,7:27,17.4
20:04,8:30,18.4
