月の出,月の入,月齢
20:44,10:56,20.0
21:43,12:04,21.0
22:50,13:06,22.0
--:--,13:58,23.0
0:00,14:42,24.0
1:11,15:18,25.0
2:20,15:50,26.0
3:26,16:18,27.0
4:31,16:45,28.0
5:34,17:12,29.0
6:36,17:40,0.5
7:39,18:11,1.5
8:41,18:46,2.5
9:42,19:25,3.5
10:41,20:11,4.5
11:35,21:02,5.5
12:24,21:57,6.5
13:06,22:55,7.5
13:43,23:55,8.5
14:15,--:--,9.5
14:44,0:55,10.5
15:11,1:56,11.5
15:37,2:57,12.5
16:05,4:00,13.5
16:34,5:05,14.5
17:08,6:13,15.5
17:48,7:25,16.5
18:37,8:39,17.5
19:35,9:52,18.5
20:41,10:58,19.5
21:52,11:55,20.5
