月の出,月の入,月齢
--:--,12:24,21.8
0:16,12:52,22.8
1:19,13:18,23.8
2:20,13:45,24.8
3:21,14:14,25.8
4:21,14:45,26.8
5:22,15:21,27.8
6:22,16:02,28.8
7:20,16:49,0.1
8:12,17:42,1.1
8:59,18:38,2.1
9:39,19:36,3.1
10:14,20:35,4.1
10:44,21:33,5.1
11:11,22:31,6.1
11:37,23:29,7.1
12:02,--:--,8.1
12:28,0:29,9.1
12:57,1:31,10.1
13:29,2:36,11.1
14:09,3:46,12.1
14:58,5:00,13.1
15:59,6:14,14.1
17:09,7:22,15.1
18:25,8:21,16.1
19:42,9:10,17.1
20:55,9:50,18.1
22:04,10:24,19.1
23:10,10:53,20.1
--:--,11:21,21.1
0:13,11:48,22.1
