月の出,月の入,月齢
20:27,5:23,16.0
21:01,6:23,17.0
21:31,7:24,18.0
21:58,8:25,19.0
22:23,9:25,20.0
22:48,10:26,21.0
23:15,11:28,22.0
23:44,12:32,23.0
--:--,13:41,24.0
0:19,14:53,25.0
1:01,16:07,26.0
1:52,17:20,27.0
2:56,18:25,28.0
4:08,19:20,29.0
5:24,20:04,0.7
6:40,20:41,1.7
7:52,21:11,2.7
8:59,21:39,3.7
10:04,22:05,4.7
11:06,22:31,5.7
12:06,22:58,6.7
13:07,23:28,7.7
14:07,--:--,8.7
15:07,0:02,9.7
16:04,0:41,10.7
16:57,1:27,11.7
17:45,2:18,12.7
18:27,3:15,13.7
19:03,4:15,14.7
19:34,5:17,15.7
20:02,6:18,16.7
