月の出,月の入,月齢
20:28,7:19,17.7
20:53,8:20,18.7
21:19,9:21,19.7
21:46,10:25,20.7
22:18,11:31,21.7
22:56,12:40,22.7
23:42,13:52,23.7
--:--,15:03,24.7
0:39,16:09,25.7
1:46,17:07,26.7
2:59,17:55,27.7
4:15,18:35,28.7
5:28,19:08,0.4
6:38,19:38,1.4
7:45,20:05,2.4
8:50,20:31,3.4
9:52,20:58,4.4
10:54,21:27,5.4
11:56,22:00,6.4
12:57,22:38,7.4
13:56,23:21,8.4
14:51,--:--,9.4
15:40,0:10,10.4
16:24,1:06,11.4
17:02,2:05,12.4
17:35,3:06,13.4
18:04,4:08,14.4
18:31,5:10,15.4
18:57,6:11,16.4
19:23,7:14,17.4
19:50,8:17,18.4
