月の出,月の入,月齢
--:--,12:11,21.8
0:02,12:39,22.8
1:05,13:05,23.8
2:07,13:31,24.8
3:08,13:59,25.8
4:09,14:30,26.8
5:10,15:05,27.8
6:11,15:46,28.8
7:08,16:33,0.1
8:01,17:26,1.1
8:47,18:22,2.1
9:27,19:21,3.1
10:02,20:20,4.1
10:32,21:18,5.1
10:59,22:17,6.1
11:24,23:15,7.1
11:49,--:--,8.1
12:14,0:15,9.1
12:42,1:17,10.1
13:15,2:23,11.1
13:54,3:34,12.1
14:43,4:48,13.1
15:43,6:02,14.1
16:53,7:11,15.1
18:10,8:10,16.1
19:27,8:58,17.1
20:40,9:38,18.1
21:50,10:11,19.1
22:56,10:40,20.1
23:59,11:07,21.1
--:--,11:34,22.1
