月の出,月の入,月齢
19:58,10:35,20.0
20:56,11:45,21.0
22:03,12:47,22.0
23:15,13:38,23.0
--:--,14:19,24.0
0:29,14:53,25.0
1:41,15:22,26.0
2:50,15:48,27.0
3:57,16:12,28.0
5:03,16:36,29.0
6:08,17:02,0.5
7:14,17:30,1.5
8:18,18:02,2.5
9:22,18:40,3.5
10:22,19:24,4.5
11:17,20:15,5.5
12:05,21:11,6.5
12:46,22:10,7.5
13:21,23:12,8.5
13:51,--:--,9.5
14:17,0:15,10.5
14:42,1:18,11.5
15:06,2:22,12.5
15:30,3:27,13.5
15:57,4:35,14.5
16:28,5:47,15.5
17:05,7:02,16.5
17:51,8:18,17.5
18:48,9:32,18.5
19:54,10:39,19.5
21:07,11:35,20.5
