月の出,月の入,月齢
13:53,4:27,12.1
14:53,5:42,13.1
16:04,6:49,14.1
17:20,7:44,15.1
18:36,8:27,16.1
19:48,9:01,17.1
20:56,9:29,18.1
22:01,9:53,19.1
23:03,10:16,20.1
--:--,10:38,21.1
0:03,11:01,22.1
1:04,11:26,23.1
2:05,11:55,24.1
3:07,12:29,25.1
4:07,13:09,26.1
5:04,13:58,27.1
5:55,14:54,28.1
6:40,15:56,29.1
7:19,17:01,0.3
7:51,18:07,1.3
8:19,19:13,2.3
8:44,20:19,3.3
9:08,21:25,4.3
9:32,22:32,5.3
9:57,23:42,6.3
10:26,--:--,7.3
11:00,0:55,8.3
11:43,2:10,9.3
12:36,3:24,10.3
13:41,4:32,11.3
14:53,5:31,12.3
