月の出,月の入,月齢
20:18,4:53,16.0
20:50,5:55,17.0
21:18,6:58,18.0
21:43,8:00,19.0
22:06,9:03,20.0
22:29,10:06,21.0
22:53,11:10,22.0
23:20,12:17,23.0
23:52,13:28,24.0
--:--,14:43,25.0
0:32,15:59,26.0
1:22,17:12,27.0
2:24,18:17,28.0
3:37,19:11,29.0
4:56,19:53,0.7
6:14,20:27,1.7
7:28,20:56,2.7
8:38,21:21,3.7
9:45,21:45,4.7
10:49,22:08,5.7
11:52,22:33,6.7
12:55,23:01,7.7
13:58,23:33,8.7
14:59,--:--,9.7
15:57,0:11,10.7
16:51,0:56,11.7
17:38,1:47,12.7
18:18,2:45,13.7
18:52,3:46,14.7
19:22,4:50,15.7
19:48,5:53,16.7
